created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Sat Mar 11 22:49:55 +0000 2023;1634688126517149696;"@bjongGede3 @sandiuno @BLACKPINK Kan tiketnya ga bisa mahal";0;0;0;0;in;1413696474504851460;1634410385821536257;BahtiarBahrun;https://twitter.com/BahtiarBahrun/status/1634688126517149696
Sat Mar 11 22:49:42 +0000 2023;1634688072733573120;"@ochatea___ Nonton mbak mbak blackpink";0;0;0;0;in;1590112370244096000;1634604621976199174;baekyzx_;https://twitter.com/baekyzx_/status/1634688072733573120
Sat Mar 11 22:49:33 +0000 2023;1634688037916643334;"Yah nyesel bgt ga nonton blackpink😭 gapapa gapapa.....";0;0;0;0;in;1554807558;1634688037916643334;prettywibu;https://twitter.com/prettywibu/status/1634688037916643334
Sat Mar 11 22:49:02 +0000 2023;1634687907561885696;"Kemarin, BLACKPINK sapa BLINK di Jakarta hingga tips sajian sahur anak https://t.co/f7k2W9XXGh";0;0;0;1;in;18071520;1634687907561885696;antaranews;https://twitter.com/antaranews/status/1634687907561885696
Sat Mar 11 22:48:30 +0000 2023;1634687773507731456;"@snowpurply ya allah malmingku gak tenang mikirin mbak  blackpink ku yg lagi di jakartaa🤧";0;0;0;0;in;1259783504826494977;1634624569540767744;nabelapm;https://twitter.com/nabelapm/status/1634687773507731456
Sat Mar 11 22:48:17 +0000 2023;1634687717673140224;"seneng bgtbdari subuh mantengin story orang orang nonton konser blackpink jadi nonton konser virtual. yeee subuh subuh ngaji u malah konser virtual";0;0;0;0;in;1166290056400650242;1634687717673140224;lutfiahcf;https://twitter.com/lutfiahcf/status/1634687717673140224
Sat Mar 11 22:47:46 +0000 2023;1634687587360317441;"pagi 🧚🏻‍♀️ kalau ada yang masih cari po makanan, BAWA–BEKAL open yaa! ✨ START FROM 20K kalian bisa kenyang sepanjang konser 🤘🏻  🏷️ #BORNPINKinJAKARTA #BORNPINKinJKT #WTSBORNPINK jual makan siang jajanan gbk konser blackpink born pink https://t.co/uwE53chNNM";2;0;1;2;in;864457846263623681;1634687587360317441;bawabekaI;https://twitter.com/bawabekaI/status/1634687587360317441
Sat Mar 11 22:47:03 +0000 2023;1634687405465939969;"Kemacetan Panjang Terjadi di GBK Usai Konser Blackpink https://t.co/DEKVzfohAk";0;0;0;4;in;154102750;1634687405465939969;Beritasatu;https://twitter.com/Beritasatu/status/1634687405465939969
Sat Mar 11 22:44:56 +0000 2023;1634686875008114689;"Blackpink in Jakarta 🫶🏻🤍 #BLACKPINKinJAKARTA  #BLACKPINK_WORLDTOUR  #JISOOinJAKARTA  #LISAINJAKARTA #JENNIEKIM  #roseblackpink #BLACKPINK_BORNPINK https://t.co/rT6BrvBKwc";0;0;0;2;in;1520640447286194176;1634686875008114689;NurallyaJ;https://twitter.com/NurallyaJ/status/1634686875008114689
Sat Mar 11 22:44:33 +0000 2023;1634686777670909953;"seneng bgt liat temen yang lagi nonton konser Blackpink semalem dan story nya pagi ini titik2 aku jadi berasa nonton konser juga";0;0;0;0;in;250981597;1634686777670909953;sunflwrzeeds;https://twitter.com/sunflwrzeeds/status/1634686777670909953
Sat Mar 11 22:44:32 +0000 2023;1634686772335742980;"Pengen nontin blackpink deh jadinya TAPI gamau di cat yg jauh wkwkw😂";0;1;0;0;in;853230786601930752;1634686772335742980;beautiaf;https://twitter.com/beautiaf/status/1634686772335742980
Sat Mar 11 22:43:36 +0000 2023;1634686536997560321;"kegiatan pagi ini: nonton konser blackpink di tiktok";0;0;0;0;in;1285407092015116288;1634686536997560321;ttthaiiitea;https://twitter.com/ttthaiiitea/status/1634686536997560321
Sat Mar 11 22:42:51 +0000 2023;1634686351709970433;"WTB /Cari tiket Blackpink day 2 CAT 2/ 3/ 4 budget only 700k-1.5jt nanti disesuaiin.. Kalo lebih, bole di skip aja ya.. Pastinya udah jadi wristband, klo bisa skitaran row K.. Bisa dm ya.. Gomawo🙏 #wtbblackpink #wtbbornpinkjakarta #BLACKPINKinJAKARTA #WTSBLACKPINKJAKARTA";0;2;0;0;in;79132318;1634686351709970433;jerinbyun;https://twitter.com/jerinbyun/status/1634686351709970433
Sat Mar 11 22:42:50 +0000 2023;1634686346068627456;"Giliran ada duit, gabisa nonton Blackpink. Hadeh";0;0;0;1;in;391769886;1634686346068627456;JXperience;https://twitter.com/JXperience/status/1634686346068627456
Sat Mar 11 22:41:32 +0000 2023;1634686020343173121;"Beneran ke konser blackpink pdhl w diajakin nolak ngomongnya mau nonton cocomelon aja";0;0;0;0;in;1034669431601868800;1634686020343173121;butterflydarm;https://twitter.com/butterflydarm/status/1634686020343173121
Sat Mar 11 22:41:15 +0000 2023;1634685948540903425;"Saatnya nonton blackpink via instastory artis 😄";0;0;0;0;in;1220184883584208896;1634685948540903425;GhifariGe;https://twitter.com/GhifariGe/status/1634685948540903425
Sat Mar 11 22:40:25 +0000 2023;1634685738842456064;"Boro-boro beli tiket konser blackpink. Beli oreo blackpink aja kagak jadi-jadi😂😂";0;0;0;0;in;1210497894907666433;1634685738842456064;meongankocheng;https://twitter.com/meongankocheng/status/1634685738842456064
Sat Mar 11 22:39:57 +0000 2023;1634685618721783808;"Vidi Aldiano Ikut Nonton Konser BLACKPINK, Netizen: Habis Bareng NCT, Terbitlah BLACKPINK https://t.co/2WCLwl2JPg #lalisaguncangjakarta";0;0;0;0;in;509946051;1634685618721783808;MNCkoranSINDO;https://twitter.com/MNCkoranSINDO/status/1634685618721783808
Sat Mar 11 22:39:55 +0000 2023;1634685610039590913;"Seruuuuu bgt yg pada nontom blackpink meni iriiiii";0;1;0;0;in;1416568700627427333;1634685610039590913;mhehehehehehehi;https://twitter.com/mhehehehehehehi/status/1634685610039590913
Sat Mar 11 22:39:30 +0000 2023;1634685505362333696;"@meisyaquita TADI SELIWERAN DITL.... omagat mba blackpink pecah abis 😭🫵";0;0;0;0;in;1212175596;1634684102950682626;alfviolyna;https://twitter.com/alfviolyna/status/1634685505362333696
Sat Mar 11 22:38:56 +0000 2023;1634685366354731008;"dari segala fancam konser blackpink yang gue tonton sama testi para artis yang stage perfomance nya paling bagus lisa sih, paling interactive juga";0;0;0;0;in;818649592849842176;1634685366354731008;strawjoyie;https://twitter.com/strawjoyie/status/1634685366354731008
Sat Mar 11 22:36:25 +0000 2023;1634684733065158657;"Kalo liat tante sophia, aku salfok sama perutnya yg rata. Dan ini, aku liat blackpink, malah aku salfok sama pahanya yg kenceng. Cakep bangeeeet.  Dalam hati : ya Allah bismillah punya paha kenceng kyk gitu. Yang kulakukan : gulang guling di kamar kosan 😫";0;0;0;0;in;2563337925;1634684733065158657;yuni_wul;https://twitter.com/yuni_wul/status/1634684733065158657
Sat Mar 11 22:35:50 +0000 2023;1634684585064960000;"@Husen_Jafar Habib ngga ngisi ceramah di konsernya blackpink? Kali aja mbak2 anggota blackpink terketuk hatinya biar next konser pake rebana juga";0;0;0;3;in;1912779782;1634681529317347330;defastd2;https://twitter.com/defastd2/status/1634684585064960000
Sat Mar 11 22:35:47 +0000 2023;1634684572414910464;"@blinkmf Buat Blink yg tadi gk kedapatan/tidak punya tiket dan nonton di pelataran luar gbk, seneng bisa berbagi euforia Konser Blackpink bareng kalian meskipun aku samsek gk kenal kalian.";0;1;0;1;in;1403704507914096640;1634678082702553089;lutfikr00;https://twitter.com/lutfikr00/status/1634684572414910464
Sat Mar 11 22:35:29 +0000 2023;1634684494925152256;"Sihir lidah adalah yang paling berbahaya dari semua mantra #BLACKPINK_WORLDTOUR #JENNIE #NCTDREAMinBKK #StrayKids #TENinPenang #19years #boerenprotest #bbrightvc https://t.co/YoCjetJ2l8";0;0;3;5;in;1574174271701540864;1634684494925152256;TahzanTahzan1;https://twitter.com/TahzanTahzan1/status/1634684494925152256
Sat Mar 11 22:35:03 +0000 2023;1634684387785850880;"krn liat fancaman blackpink jd pgn belik s23 ahahaahahaha🙂";0;0;0;0;in;562898011;1634684387785850880;beernardbearr;https://twitter.com/beernardbearr/status/1634684387785850880
Sat Mar 11 22:34:41 +0000 2023;1634684296832385025;"Bukan penggemar yang sampe pengin datengin konsernya, hanya penikmat lagu-lagunya aja, cuma kalo udah denger Stay-nya Blackpink langsung tergerak hati ini buat nonton secara live. Gatau juga kenapa. Moga suatu saat bisa terwujud ya walau entah kapan :')";0;0;0;0;in;315638061;1634684296832385025;faath26;https://twitter.com/faath26/status/1634684296832385025
Sat Mar 11 22:33:58 +0000 2023;1634684115952996352;"Gapapa tahun depan mungkin bisa ntn blackpink😭🤟🏼";0;0;0;0;in;736741468367294465;1634684115952996352;bebekrewell3;https://twitter.com/bebekrewell3/status/1634684115952996352
Sat Mar 11 22:33:36 +0000 2023;1634684020327088128;"Aku liat bbrp akun ig ngepost story tentang konsernya blackpink. Dan aku, sbg orang awam, baru ngeh kalo mereka cantikcantik banget weeey. Dan malah salah fokus juga sm paha mereka. Padet dan kenceng banget ya Allah :) ya ga heran sih, mereka nyanyi sambil full nari di semua lagu";0;0;0;0;in;2563337925;1634684020327088128;yuni_wul;https://twitter.com/yuni_wul/status/1634684020327088128
Sat Mar 11 22:33:31 +0000 2023;1634684000500613120;"gue pengen nyanyi machimakcoroomm bareng sama blackpink, gue pengen nyanyi lagu kill this love karokean sama yg punya lagu. ANJRITTTT GUE PENGEN NNTN KONSER BLACKPINKKKKKK";0;0;0;0;in;1541063237009289216;1634684000500613120;azkyaaa06;https://twitter.com/azkyaaa06/status/1634684000500613120
Sat Mar 11 22:33:22 +0000 2023;1634683962227593216;"ini fyp isi nya blackpink smua )";0;0;0;0;in;1163021813242195968;1634683962227593216;tTevomxntana;https://twitter.com/tTevomxntana/status/1634683962227593216
Sat Mar 11 22:33:15 +0000 2023;1634683936088670208;"Terlepas dari missing di beberapa kejadian BUT FINALLY I MET BLACKPINK 😭💗  [POV CAT 2 RIGHT ROW M SN 341 NO ZOOM]  #BORNPINKinJAKARTA https://t.co/ghaFgL768M";0;1;0;0;in;1492371880275488771;1634683936088670208;penguinsgyu;https://twitter.com/penguinsgyu/status/1634683936088670208
Sat Mar 11 22:32:54 +0000 2023;1634683846099709953;"seru bgt org pada nntn konser black pink, ak msh galau justin gajadi, padahal udh siap2 bikin konten ☺️☺️☺️";0;0;0;1;in;1251881992846602240;1634683846099709953;tuisney;https://twitter.com/tuisney/status/1634683846099709953
Sat Mar 11 22:32:30 +0000 2023;1634683746141245441;"Kuliat2 emg member blackpink ini badannya kayak aku. Tp aku selalu ketemu org julid yg suka menghina tubuh. Mulai skrg bisa ga ya bener2 cuek aja sama omongan org, toh badan kayak blackpink banyak jg yg suka. Kalo dikatain kurang gizi mah tinggal jawab “iyaaaa”";1;0;0;0;in;1416343452954943489;1634683746141245441;skincaregasm;https://twitter.com/skincaregasm/status/1634683746141245441
Sat Mar 11 22:32:27 +0000 2023;1634683730764914688;"blackpink lg apa ya? ap msh bobo kakak kakak cantikku";0;1;0;0;in;1471146338012172291;1634683730764914688;rubisfriday;https://twitter.com/rubisfriday/status/1634683730764914688
Sat Mar 11 22:32:26 +0000 2023;1634683729783422977;"#BORNPINKinJAKARTA walaupun ga dpt tiket tapi masih bisa lah denger jedag jedugnya. thank u blackpink day 1 ❤️‍🔥 https://t.co/oEGAgdR079";0;0;0;0;in;1451795620608446471;1634683729783422977;jenaissatei;https://twitter.com/jenaissatei/status/1634683729783422977
Sat Mar 11 22:31:45 +0000 2023;1634683555015168001;"Kira-kira member @BLACKPINK sarapannya pakai lontong sayur ngga ya🙂?";0;0;0;0;in;1261686434;1634683555015168001;Putra_zeta25;https://twitter.com/Putra_zeta25/status/1634683555015168001
Sat Mar 11 22:31:33 +0000 2023;1634683507736973312;"Entah kenapa semalem ngerasa jalanan Jakarta sepi, ga banyak macet, apakah blackpink effect dan konser konser lainnya? Hehe";0;0;0;1;in;79990731;1634683507736973312;rifqipurusotomo;https://twitter.com/rifqipurusotomo/status/1634683507736973312
Sat Mar 11 22:30:54 +0000 2023;1634683344146534400;"Aku kalau dh sampai mimpi jumpa lisa black pink siap ada heart to heart talk session sampai dia nangis sbb terharu  ni maksudnya mmg betul2 penat la ni sbb kerja 😂😂😂";0;0;0;0;in;424052459;1634683344146534400;Vee___V;https://twitter.com/Vee___V/status/1634683344146534400
Sat Mar 11 22:30:07 +0000 2023;1634683146536103937;"Timeline isinya konser blackpink, aga iri dikit. 😔";0;0;0;0;in;1206355776085741568;1634683146536103937;camtoono;https://twitter.com/camtoono/status/1634683146536103937
Sat Mar 11 22:30:01 +0000 2023;1634683120388829185;"lucu banget sama story lG pasangan satu ini, nagita asik nonton konser blackpink sedangkan raffi asik makan kaki lima, udah gitu story nya selang seling lagi 😭😭 💚 https://t.co/W7zp0YMg76";172;177;875;21832;in;1371650588;1634683120388829185;tanyarlfes;https://twitter.com/tanyarlfes/status/1634683120388829185
Sat Mar 11 22:29:50 +0000 2023;1634683072766525441;"gila anjay semua orang ntn blackpink";0;0;0;0;in;1487548480323215363;1634683072766525441;ouishibal;https://twitter.com/ouishibal/status/1634683072766525441
Sat Mar 11 22:29:36 +0000 2023;1634683016835473408;"SHAKIRA HAHAHHAHAHAHAHAH RANDOM BGT PULANG PADUS TBTB NTN BLACKPINK😭😭😭";0;0;0;0;in;1487548480323215363;1634683016835473408;ouishibal;https://twitter.com/ouishibal/status/1634683016835473408
Sat Mar 11 22:29:23 +0000 2023;1634682961122697216;"Suruh nyanyiin ready for love di konser day 2 plisssssssss #BLACKPINKinJAKARTA #BLACKPINK_WORLDTOUR #blinkindonesia #concertday2  #gelorabungkarno";0;0;0;0;in;1130794165460013056;1634682961122697216;Iamnanamiomola;https://twitter.com/Iamnanamiomola/status/1634682961122697216
Sat Mar 11 22:29:10 +0000 2023;1634682906424791042;"BLACKPINK Sukses Gemparkan GBK di Konser Hari Pertama, Tingkah Rose Bikin Gemas https://t.co/Yf9y50rYpN #LALISA";0;0;1;1;in;509946051;1634682906424791042;MNCkoranSINDO;https://twitter.com/MNCkoranSINDO/status/1634682906424791042
Sat Mar 11 22:28:09 +0000 2023;1634682649381048320;"ya allah mau nntn blackpink jgaaaa";0;0;0;0;in;1541063237009289216;1634682649381048320;azkyaaa06;https://twitter.com/azkyaaa06/status/1634682649381048320
Sat Mar 11 22:27:29 +0000 2023;1634682481051054080;"@Husen_Jafar bib nonton konser black pink nggak?";0;0;0;0;in;4321168938;1634681529317347330;Una_25_;https://twitter.com/Una_25_/status/1634682481051054080
Sat Mar 11 22:25:42 +0000 2023;1634682033351041024;"Biasanya konser KPop tuh ga pernah molor paling 5 menit-an tapi semalem blackpink sampe 20 menit an 😭 anak kecil yg nonton ngeluh ke ibuknya katanya udah bosen nontonin video klip yg diputer mulu 😭🤣 pake bahasa Jawa sumpah lucu";0;0;0;0;in;1492371880275488771;1634682033351041024;penguinsgyu;https://twitter.com/penguinsgyu/status/1634682033351041024
Sat Mar 11 22:25:10 +0000 2023;1634681897820504064;"Semoga bisa tercapai nonton konser blackpink sebelum hype nya abis, siapa tau mata saling ketemu sama lisa dan jadi jodoh kan";0;0;0;0;in;258735313;1634681897820504064;PashaNF;https://twitter.com/PashaNF/status/1634681897820504064
Sat Mar 11 22:24:43 +0000 2023;1634681788139442176;"Kalo gak gara2 kesalahan ortu, gue semalem udah nonton blackpink . Inginku berkata kasar😭";0;0;0;0;in;1314937107203256321;1634681788139442176;HikariMe5;https://twitter.com/HikariMe5/status/1634681788139442176
Sat Mar 11 22:24:36 +0000 2023;1634681755683758086;"GIVEAWAY 🔥2 TIKET KONSER BLACKPINK JAKARTA CAT 2 Day 2 (left) cukup follow akun ini aja. Pengumuman besok pagi/siang (jam terserah aku). https://t.co/nan4RVl22Z";0;5;3;3;in;1205532768;1634681755683758086;Iunatico_feliz;https://twitter.com/Iunatico_feliz/status/1634681755683758086
Sat Mar 11 22:23:34 +0000 2023;1634681499214835714;"5 lagu Blackpink Paling Terkenal, Banyak Dinyanyikan Fans dan Non Fans https://t.co/QEVNUOlUpX #beritajogja #jogja #jogjaistimewa https://t.co/8lNUe7FwtD";0;0;0;1;in;118371948;1634681499214835714;Harian_Jogja;https://twitter.com/Harian_Jogja/status/1634681499214835714
Sat Mar 11 22:23:23 +0000 2023;1634681450489577472;"@HourlyKuma @BLACKPINK Mbk Jen kalau mau ngamok dipersilahkan";0;0;0;0;in;1558557895603601408;1634468150824796161;rkynxxo;https://twitter.com/rkynxxo/status/1634681450489577472
Sat Mar 11 22:22:32 +0000 2023;1634681237360214016;"Fyp gua konser blackpink semua :(";0;0;0;0;in;550839262;1634681237360214016;bangilbro;https://twitter.com/bangilbro/status/1634681237360214016
Sat Mar 11 22:22:16 +0000 2023;1634681168603009024;"Akhirnya blackpink in my area 😭😭";0;0;0;0;in;2476784976;1634681168603009024;dlmrtk;https://twitter.com/dlmrtk/status/1634681168603009024
Sat Mar 11 22:22:06 +0000 2023;1634681129474363392;"Demi Blackpink, w rela menguras kantong lebih demi boyong bocahbocil. Gabisa gueeee ninggalin mereka di rumah 😫 https://t.co/ol9oAZYuAH";0;1;0;1;in;237191943;1634681129474363392;chalbaraa;https://twitter.com/chalbaraa/status/1634681129474363392
Sat Mar 11 22:21:31 +0000 2023;1634680979414728704;"EDAN INI TEH MANUSIA SEMUA ISINYA?😭😭😭 #BLACKPINK_WORLDTOUR #BORNPINKinJAKARTA #BORNPINKinJKTday1  https://t.co/bcp8Y4Amu8";1;0;3;26;in;1333666525778116610;1634680979414728704;milkybqs;https://twitter.com/milkybqs/status/1634680979414728704
Sat Mar 11 22:20:02 +0000 2023;1634680606490763264;"Sumpah yg ngatur seat di dalem tuh crew2 gaada paksatpam galak gt, platinum banyak seat double. Seneng bisa nonton blackpink tp syg promotornya🫠";0;0;0;0;in;1557634136008863744;1634680606490763264;YulanTriana4;https://twitter.com/YulanTriana4/status/1634680606490763264
Sat Mar 11 22:18:18 +0000 2023;1634680171038126081;"subuh bukan nya tidur malah scroll konser blackpink";0;0;0;0;in;1288320749137096704;1634680171038126081;pinkypyy;https://twitter.com/pinkypyy/status/1634680171038126081
Sat Mar 11 22:16:58 +0000 2023;1634679836869312514;"Pagi"udah menyesali tidak nonton blackpink 😮‍💨";0;1;0;0;in;1219093111881621504;1634679836869312514;Jena_lee23;https://twitter.com/Jena_lee23/status/1634679836869312514
Sat Mar 11 22:16:32 +0000 2023;1634679729151422464;"Wtb tiket blackpink day 2 mau dong kalo ada";0;11;0;0;in;1110915425548689408;1634679729151422464;ulyahz;https://twitter.com/ulyahz/status/1634679729151422464
Sat Mar 11 22:15:33 +0000 2023;1634679478491414528;"sepertinya konser blackpink seruuuw 🥹";0;0;0;0;in;177806130;1634679478491414528;dindahadityaa;https://twitter.com/dindahadityaa/status/1634679478491414528
Sat Mar 11 22:13:39 +0000 2023;1634679002811240450;"INI KENAPA SG DAN FYP TIKTOK KU ISINYA PADA NONTON KONSER BLACKPINK";0;0;0;0;in;1355827562862112768;1634679002811240450;reenzania;https://twitter.com/reenzania/status/1634679002811240450
Sat Mar 11 22:11:23 +0000 2023;1634678429143691265;"Wtb tiket blackpink cat apa aja prefer cat 1 🙏🏻";0;5;0;0;in;1529803678214828032;1634678429143691265;azizijung;https://twitter.com/azizijung/status/1634678429143691265
Sat Mar 11 22:11:18 +0000 2023;1634678411439534080;"Yang nonton blackpink nih kebanyakan orang yang fomo";0;1;0;0;in;1334279048344739841;1634678411439534080;myIoveIyyy;https://twitter.com/myIoveIyyy/status/1634678411439534080
Sat Mar 11 22:11:03 +0000 2023;1634678345471496192;"WTB [ want to buy ] Tiket Konser Blackpink Born Pink In Jakarta Day 2 Cat 1  Kalau bisa yg underprice, selain cat 1 tolong jangan chat 🙏  Day 2 ( 12 maret 2023 )   Tags Wts wtt wtb #BORNPINKJakarta #BLACKPINK_BORNPINK #BLACKPINK #lisa #JENNIE #jisoo #rose";0;10;0;1;in;1567110915203690496;1634678345471496192;jungjamal6;https://twitter.com/jungjamal6/status/1634678345471496192
Sat Mar 11 22:09:52 +0000 2023;1634678049898909696;"Sumpah liat story orang yg nonton konsernya BLACKPINK semalam aja gw nangis woyyy apalagi gw bisa liat mereka secara langsung dan sedekat itu gatau deh. Huwaaaaaaaaaa….. #BLACKPINK_BORNPINK";0;0;0;0;in;1150697766;1634678049898909696;295_nr;https://twitter.com/295_nr/status/1634678049898909696
Sat Mar 11 22:09:44 +0000 2023;1634678017971867648;"@widzeth @BLACKPINK Kalo berdiri di tgh jgn diem aja";0;1;0;0;in;1355099276548792320;1634600607918211073;Jabby_NFT;https://twitter.com/Jabby_NFT/status/1634678017971867648
Sat Mar 11 22:08:50 +0000 2023;1634677787599446017;"@PortalLalisa @BLACKPINK LALISA GUNCANG JAKARTA";0;0;0;0;in;1586427070892081152;1634622860864913409;Lilies8327;https://twitter.com/Lilies8327/status/1634677787599446017
Sat Mar 11 22:08:33 +0000 2023;1634677716992811008;"@blinkmf so far konser kpop di indo ga ada yg semeriah ini, gak ada yang sampe spam dimana mana bahkan sampe yg notabenya bukan akun fanbase sampe spam. ngebuktiin kalo impact blackpink itu nyata";8;7;43;866;in;1498578780696485889;1634579945715552256;favoritessunset;https://twitter.com/favoritessunset/status/1634677716992811008
Sat Mar 11 22:00:07 +0000 2023;1634675597011193856;"kebetulan bgt lg ada acara di jcc, jd bisa dengerin blackpink live walau dari jauh 🥺✨";0;1;0;0;in;1650937483;1634675597011193856;Isnoyeyeye;https://twitter.com/Isnoyeyeye/status/1634675597011193856
Sat Mar 11 21:57:57 +0000 2023;1634675049759383552;"Blackpink adala perut masa depankuuuuuuu";0;0;0;0;in;2547017162;1634675049759383552;nenikarn;https://twitter.com/nenikarn/status/1634675049759383552
Sat Mar 11 21:56:01 +0000 2023;1634674565036269568;"@_prdt_ Liat konser virtual blackpink aja seneeeeenggg wkwkwk";0;1;0;0;in;45532313;1634601200460132352;anisaneesha;https://twitter.com/anisaneesha/status/1634674565036269568
Sat Mar 11 21:55:21 +0000 2023;1634674397918412801;"Yeni inka &gt  Yeni blackpink";0;0;0;0;in;1157306964260474880;1634674397918412801;ArnantoYudhi;https://twitter.com/ArnantoYudhi/status/1634674397918412801
Sat Mar 11 21:54:45 +0000 2023;1634674243228299265;"WTB CAT 4 DAY 2 !!! 2 TICKET SEBELAHAN !!! COD VENUE !!! DM KALO PUNYA YA THANK YOU !!!!  BORNPINK BLACKPINK JAKARTA BLINK";0;3;0;1;in;1557433362612355073;1634674243228299265;adriann66357016;https://twitter.com/adriann66357016/status/1634674243228299265
Sat Mar 11 21:54:35 +0000 2023;1634674202358976514;"seketika semua sosmed isinya blackpink :)), btw tapi lisa cakep sama jennie jadi tau kan namanya😭";0;0;0;0;in;1154008397533986816;1634674202358976514;anggitopm14;https://twitter.com/anggitopm14/status/1634674202358976514
Sat Mar 11 21:50:21 +0000 2023;1634673137446162433;"@igotyoumadright @BLACKPINK NJ = Payolas";0;0;0;3;in;1526006124239101954;1634671347510001665;breh_kt;https://twitter.com/breh_kt/status/1634673137446162433
Sat Mar 11 21:49:09 +0000 2023;1634672834424475648;"mak konser blackpink keren banget 😭";0;0;0;0;nl;1287954144817373186;1634672834424475648;ryujejee;https://twitter.com/ryujejee/status/1634672834424475648
Sat Mar 11 21:48:56 +0000 2023;1634672782419316736;"Wtb blackpink bornpink tiket day 2. Prefer cat 3 cat 2  Fullpay cod venue. Ada proof tiket. Tawarin aja dulu di dm. 🙏";0;4;0;0;in;1523824058499956736;1634672782419316736;parksoomi55;https://twitter.com/parksoomi55/status/1634672782419316736
Sat Mar 11 21:47:57 +0000 2023;1634672533189595137;"Liat konser blackpink dari story rang orang. Gils keren bgt yah";0;0;0;0;in;295080388;1634672533189595137;thaliagupitaa;https://twitter.com/thaliagupitaa/status/1634672533189595137
Sat Mar 11 21:47:03 +0000 2023;1634672305585688578;"@BLACKPINKGLOBAL HOLY SHHIIT 🔥😳   SELAMAT DATANG BLACKPINK #BORNPINKinJKTday1 #BLACKPINKinJAKARTA";0;0;0;0;in;370163187;1634602239007285254;moynihanangelic;https://twitter.com/moynihanangelic/status/1634672305585688578
Sat Mar 11 21:46:40 +0000 2023;1634672213063536640;"Daripada nonton blackpink gak keliatan mending kita netflix n chill aja gak si?💃";0;0;0;0;in;824951328;1634672213063536640;dhmsanggara;https://twitter.com/dhmsanggara/status/1634672213063536640
Sat Mar 11 21:45:32 +0000 2023;1634671925200056320;"@rinlovescookies @Askrlfess Jd yg bener di Jakarta, di Malaysia, atau di Serang? Wait, Blackpink konser di Banten?";0;4;0;1;in;170973759;1634591441522671618;muhhussen;https://twitter.com/muhhussen/status/1634671925200056320
Sat Mar 11 21:44:31 +0000 2023;1634671669498503168;"Member Blackpink aja loh mampir dan makan pecel lele di warung kami...kamu? #BLACKPINK #BORNPINK #pecellele https://t.co/Kt7xsJLYMy";0;0;0;0;in;1597698234775834624;1634671669498503168;TukangPecelLe2;https://twitter.com/TukangPecelLe2/status/1634671669498503168
Sat Mar 11 21:39:58 +0000 2023;1634670525170745344;"Ig tiktok twitter isinya blackpink semua njerr";0;0;0;0;in;1330557768999215104;1634670525170745344;itsirake0_0;https://twitter.com/itsirake0_0/status/1634670525170745344
Sat Mar 11 21:38:23 +0000 2023;1634670127848488960;"COK ANJ TEMEN GW JD SOUNDMAN DI KONSER BLACKPINK BIKIN IRII SIALAN";0;0;0;1;in;1167466880275079168;1634670127848488960;jwonderkid_;https://twitter.com/jwonderkid_/status/1634670127848488960
Sat Mar 11 21:37:44 +0000 2023;1634669963138187264;"DARI 2018 BLACKPINK UDAH 2 KALI KE INDO TAPI TETEP AJA GAK GUE DATENGIN";0;0;0;0;in;1386689316114501633;1634669963138187264;skxzsha;https://twitter.com/skxzsha/status/1634669963138187264
Sat Mar 11 21:37:39 +0000 2023;1634669939931095041;"Kata gue ni banyak orang-orang nonton konser blackpink buat fomo doang, konten, kalian gak bener-bener suka kaaan? Ngaku kleaaan! 🔥";0;0;1;1;in;1188135388667240448;1634669939931095041;lilbubae;https://twitter.com/lilbubae/status/1634669939931095041
Sat Mar 11 21:37:28 +0000 2023;1634669896037552129;"LALISA GUNCANG JAKARTA  #LISA #BORNPINKinJAKARTA #BLACKPINK https://t.co/ell4aSNT3H";0;0;0;2;in;1541331870494892032;1634669896037552129;Lale08695736;https://twitter.com/Lale08695736/status/1634669896037552129
Sat Mar 11 21:37:14 +0000 2023;1634669835979472897;"eneg bgt liat semua sosmed isinya black pink";0;0;0;0;in;1494212170942660608;1634669835979472897;UrLilGurlEvah;https://twitter.com/UrLilGurlEvah/status/1634669835979472897
Sat Mar 11 21:37:07 +0000 2023;1634669807244292096;"kepada blackpink tolong sebelum gue nonton konser kalian jangan bubar dulu ya gue pengen setidaknya sekali seumur hidup nonton konser blackpink🙏🙏";0;0;0;0;in;1386689316114501633;1634669807244292096;skxzsha;https://twitter.com/skxzsha/status/1634669807244292096
Sat Mar 11 21:36:44 +0000 2023;1634669709433143296;"kurang suka k-pop sih, tapi lagu blackpink yang ‘shutdown’ asik parah😭";0;0;0;0;in;1598511057840271362;1634669709433143296;brainout1312;https://twitter.com/brainout1312/status/1634669709433143296
Sat Mar 11 21:35:59 +0000 2023;1634669520408444928;"mau nonton blackpink juga😔😔😔😔";0;0;0;0;in;1386689316114501633;1634669520408444928;skxzsha;https://twitter.com/skxzsha/status/1634669520408444928
Sat Mar 11 21:35:49 +0000 2023;1634669480336056320;"ih seruuuu bgt konser blackpink";0;0;0;0;in;949902620;1634669480336056320;heartisz;https://twitter.com/heartisz/status/1634669480336056320
Sat Mar 11 21:35:09 +0000 2023;1634669313847341057;"tiktok isinya blackpink 🙂";0;0;0;1;in;1356147607;1634669313847341057;pankparampank;https://twitter.com/pankparampank/status/1634669313847341057
